Frame,Ball Position X,Ball Position Y
512,475.4666667,234.580141
513,477.075,231.1884744
514,478.6833333,227.920141
515,480.2916667,224.775141
516,481.9,221.7534744
517,483.5083333,218.855141
518,485.1166667,216.080141
519,486.725,213.4284744
520,488.3333333,210.900141
521,489.9416667,208.495141
522,491.55,206.2134744
523,493.1583333,204.055141
524,494.7666667,202.020141
525,496.375,200.1084744
526,497.9833333,198.320141
527,499.5916667,196.655141
528,501.2,195.1134744
529,502.8083333,193.695141
530,504.4166667,192.400141
531,506.025,191.2284744
532,507.6333333,190.180141
533,509.2416667,189.255141
534,510.85,188.4534744
535,512.4583333,187.775141
536,514.0666667,187.220141
537,515.675,186.7884744
538,517.2833333,186.480141
539,518.8916667,186.295141
540,520.5,186.2334744
541,522.1083333,186.295141
542,523.7166667,186.480141
543,525.325,186.7884744
544,526.9333333,187.220141
545,528.5416667,187.775141
546,530.15,188.4534744
547,531.7583333,189.255141
548,533.3666667,190.180141
549,534.975,191.2284744
550,536.5833333,192.400141
551,538.1916667,193.695141
552,539.8,195.1134744
553,541.4083333,196.655141
554,543.0166667,198.320141
555,544.625,200.1084744
556,546.2333333,202.020141
557,547.8416667,204.055141
558,549.45,206.2134744
559,551.0583333,208.495141
560,552.6666667,210.900141
561,554.275,213.4284744
562,555.8833333,216.080141
563,557.4916667,218.855141
564,559.1,221.7534744
565,560.7083333,224.775141
566,562.3166667,227.920141
567,563.925,231.1884744
568,565.5333333,234.580141
569,567.1416667,238.095141
570,568.75,241.7334744
571,570.3583333,245.495141
572,571.9666667,249.380141
573,573.575,253.3884744
574,575.1833333,257.520141
575,576.7916667,261.775141
576,578.4,266.1534744
577,580.0083333,270.655141
578,581.6166667,275.280141
579,583.225,280.0284744
580,584.8333333,284.900141
581,586.4416667,289.895141
582,588.05,295.0134744
583,589.6583333,300.255141
584,591.2666667,305.620141
585,592.875,311.1084744
586,594.4833333,316.720141
587,596.0916667,322.455141
588,597.7,328.3134744
589,599.3083333,334.295141
590,600.9166667,340.400141
591,602.525,346.6284744
592,604.1333333,352.980141
593,605.7416667,359.455141
594,607.35,366.0534744
595,608.9583333,372.775141
596,610.5666667,379.620141
597,612.175,386.5884744
598,613.7833333,393.680141
599,615.3916667,400.895141
600,617,408.2334744
600,617,408.2334744
601,615.0241935,404.0737449
602,613.0483871,399.9816533
603,611.0725806,395.9571996
604,609.0967742,392.0003838
605,607.1209677,388.1112059
606,605.1451613,384.2896658
607,603.1693548,380.5357636
608,601.1935484,376.8494993
609,599.2177419,373.2308729
610,597.2419355,369.6798843
611,595.266129,366.1965337
612,593.2903226,362.7808209
613,591.3145161,359.4327459
614,589.3387097,356.1523089
615,587.3629032,352.9395097
616,585.3870968,349.7943484
617,583.4112903,346.716825
618,581.4354839,343.7069395
619,579.4596774,340.7646918
620,577.483871,337.8900821
621,575.5080645,335.0831101
622,573.5322581,332.3437761
623,571.5564516,329.67208
624,569.5806452,327.0680217
625,567.6048387,324.5316013
626,565.6290323,322.0628188
627,563.6532258,319.6616741
628,561.6774194,317.3281674
629,559.7016129,315.0622985
630,557.7258065,312.8640675
631,555.75,310.7334744
632,553.7741935,308.6705191
633,551.7983871,306.6752017
634,549.8225806,304.7475222
635,547.8467742,302.8874806
636,545.8709677,301.0950768
637,543.8951613,299.370311
638,541.9193548,297.713183
639,539.9435484,296.1236929
640,537.9677419,294.6018406
641,535.9919355,293.1476263
642,534.016129,291.7610498
643,532.0403226,290.4421112
644,530.0645161,289.1908105
645,528.0887097,288.0071476
646,526.1129032,286.8911226
647,524.1370968,285.8427355
648,522.1612903,284.8619863
649,520.1854839,283.948875
650,518.2096774,283.1034015
651,516.233871,282.3255659
652,514.2580645,281.6153682
653,512.2822581,280.9728084
654,510.3064516,280.3978864
655,508.3306452,279.8906023
656,506.3548387,279.4509561
657,504.3790323,279.0789478
658,502.4032258,278.7745774
659,500.4274194,278.5378448
660,498.4516129,278.3687501
661,496.4758065,278.2672933
662,494.5,278.2334744
663,492.5241935,278.2672933
664,490.5483871,278.3687501
665,488.5725806,278.5378448
666,486.5967742,278.7745774
667,484.6209677,279.0789478
668,482.6451613,279.4509561
669,480.6693548,279.8906023
670,478.6935484,280.3978864
671,476.7177419,280.9728084
672,474.7419355,281.6153682
673,472.766129,282.3255659
674,470.7903226,283.1034015
675,468.8145161,283.948875
676,466.8387097,284.8619863
677,464.8629032,285.8427355
678,462.8870968,286.8911226
679,460.9112903,288.0071476
680,458.9354839,289.1908105
681,456.9596774,290.4421112
682,454.983871,291.7610498
683,453.0080645,293.1476263
684,451.0322581,294.6018406
685,449.0564516,296.1236929
686,447.0806452,297.713183
687,445.1048387,299.370311
688,443.1290323,301.0950768
689,441.1532258,302.8874806
690,439.1774194,304.7475222
691,437.2016129,306.6752017
692,435.2258065,308.6705191
693,433.25,310.7334744
694,431.2741935,312.8640675
695,429.2983871,315.0622985
696,427.3225806,317.3281674
697,425.3467742,319.6616741
698,423.3709677,322.0628188
699,421.3951613,324.5316013
700,419.4193548,327.0680217
701,417.4435484,329.67208
702,415.4677419,332.3437761
703,413.4919355,335.0831101
704,411.516129,337.8900821
705,409.5403226,340.7646918
706,407.5645161,343.7069395
707,405.5887097,346.716825
708,403.6129032,349.7943484
709,401.6370968,352.9395097
710,399.6612903,356.1523089
711,397.6854839,359.4327459
712,395.7096774,362.7808209
713,393.733871,366.1965337
714,391.7580645,369.6798843
715,389.7822581,373.2308729
716,387.8064516,376.8494993
717,385.8306452,380.5357636
718,383.8548387,384.2896658
719,381.8790323,388.1112059
720,379.9032258,392.0003838
721,377.9274194,395.9571996
722,375.9516129,399.9816533
723,373.9758065,404.0737449
724,372,408.2334744
720,372,408.2334744
721,373.5333333,400.1348632
722,375.0666667,392.1723632
723,376.6,384.3459744
724,378.1333333,376.6556966
725,379.6666667,369.1015299
726,381.2,361.6834744
727,382.7333333,354.4015299
728,384.2666667,347.2556966
729,385.8,340.2459744
730,387.3333333,333.3723632
731,388.8666667,326.6348632
732,390.4,320.0334744
733,391.9333333,313.5681966
734,393.4666667,307.2390299
735,395,301.0459744
736,396.5333333,294.9890299
737,398.0666667,289.0681966
738,399.6,283.2834744
739,401.1333333,277.6348632
740,402.6666667,272.1223632
741,404.2,266.7459744
742,405.7333333,261.5056966
743,407.2666667,256.4015299
744,408.8,251.4334744
745,410.3333333,246.6015299
746,411.8666667,241.9056966
747,413.4,237.3459744
748,414.9333333,232.9223632
749,416.4666667,228.6348632
750,418,224.4834744
751,419.5333333,220.4681966
752,421.0666667,216.5890299
753,422.6,212.8459744
754,424.1333333,209.2390299
755,425.6666667,205.7681966
756,427.2,202.4334744
757,428.7333333,199.2348632
758,430.2666667,196.1723632
759,431.8,193.2459744
760,433.3333333,190.4556966
761,434.8666667,187.8015299
762,436.4,185.2834744
763,437.9333333,182.9015299
764,439.4666667,180.6556966
765,441,178.5459744
766,442.5333333,176.5723632
767,444.0666667,174.7348632
768,445.6,173.0334744
769,447.1333333,171.4681966
770,448.6666667,170.0390299
771,450.2,168.7459744
772,451.7333333,167.5890299
773,453.2666667,166.5681966
774,454.8,165.6834744
775,456.3333333,164.9348632
776,457.8666667,164.3223632
777,459.4,163.8459744
778,460.9333333,163.5056966
779,462.4666667,163.3015299
780,464,163.2334744
781,465.5333333,163.3015299
782,467.0666667,163.5056966
783,468.6,163.8459744
784,470.1333333,164.3223632
785,471.6666667,164.9348632
786,473.2,165.6834744
787,474.7333333,166.5681966
788,476.2666667,167.5890299
789,477.8,168.7459744
790,479.3333333,170.0390299
791,480.8666667,171.4681966
792,482.4,173.0334744
793,483.9333333,174.7348632
794,485.4666667,176.5723632
795,487,178.5459744
796,488.5333333,180.6556966
797,490.0666667,182.9015299
798,491.6,185.2834744
799,493.1333333,187.8015299
800,494.6666667,190.4556966
801,496.2,193.2459744
802,497.7333333,196.1723632
803,499.2666667,199.2348632
804,500.8,202.4334744
805,502.3333333,205.7681966
806,503.8666667,209.2390299
807,505.4,212.8459744
808,506.9333333,216.5890299
809,508.4666667,220.4681966
810,510,224.4834744
811,511.5333333,228.6348632
812,513.0666667,232.9223632
813,514.6,237.3459744
814,516.1333333,241.9056966
815,517.6666667,246.6015299
816,519.2,251.4334744
817,520.7333333,256.4015299
818,522.2666667,261.5056966
819,523.8,266.7459744
820,525.3333333,272.1223632
821,526.8666667,277.6348632
822,528.4,283.2834744
823,529.9333333,289.0681966
824,531.4666667,294.9890299
825,533,301.0459744
826,534.5333333,307.2390299
827,536.0666667,313.5681966
828,537.6,320.0334744
829,539.1333333,326.6348632
830,540.6666667,333.3723632
831,542.2,340.2459744
832,543.7333333,347.2556966
833,545.2666667,354.4015299
834,546.8,361.6834744
835,548.3333333,369.1015299
836,549.8666667,376.6556966
837,551.4,384.3459744
838,552.9333333,392.1723632
839,554.4666667,400.1348632
840,556,408.2334744
840,556,408.2334744
841,553.9145299,405.1645088
842,551.8290598,402.0955433
843,549.7435897,399.0265778
844,547.6581197,395.9576123
845,545.5726496,392.8886468
846,543.4871795,389.8196812
847,541.4017094,386.7507157
848,539.3162393,383.6817502
849,537.2307692,380.6127847
850,535.1452991,377.5438192
851,533.0598291,374.4748537
852,530.974359,371.4058881
853,528.8888889,368.3369226
854,526.8034188,365.2679571
855,524.7179487,362.1989916
856,522.6324786,359.1300261
857,520.5470085,356.0610606
858,518.4615385,352.992095
859,516.3760684,349.9231295
860,514.2905983,346.854164
861,512.2051282,343.7851985
862,510.1196581,340.716233
863,508.034188,337.6472675
864,505.9487179,334.5783019
865,503.8632479,331.5093364
866,501.7777778,328.4403709
867,499.6923077,325.3714054
868,497.6068376,322.3024399
869,495.5213675,319.2334744
870,493.4358974,316.1645088
871,491.3504274,313.0955433
872,489.2649573,310.0265778
873,487.1794872,306.9576123
874,485.0940171,303.8886468
875,483.008547,300.8196812
876,480.9230769,297.7507157
877,478.8376068,294.6817502
878,476.7521368,291.6127847
879,474.6666667,288.5438192
880,472.5811966,285.4748537
881,470.4957265,282.4058881
882,468.4102564,279.3369226
883,466.3247863,276.2679571
884,464.2393162,273.1989916
885,462.1538462,270.1300261
886,460.0683761,267.0610606
887,457.982906,263.992095
888,455.8974359,260.9231295
889,453.8119658,257.854164
890,451.7264957,254.7851985
891,449.6410256,251.716233
892,447.5555556,248.6472675
893,445.4700855,245.5783019
894,443.3846154,242.5093364
895,441.2991453,239.4403709
896,439.2136752,236.3714054
897,437.1282051,233.3024399
898,435.042735,230.2334744
899,432.957265,233.3024399
900,430.8717949,236.3714054
901,428.7863248,239.4403709
902,426.7008547,242.5093364
903,424.6153846,245.5783019
904,422.5299145,248.6472675
905,420.4444444,251.716233
906,418.3589744,254.7851985
907,416.2735043,257.854164
908,414.1880342,260.9231295
909,412.1025641,263.992095
910,410.017094,267.0610606
911,407.9316239,270.1300261
912,405.8461538,273.1989916
913,403.7606838,276.2679571
914,401.6752137,279.3369226
915,399.5897436,282.4058881
916,397.5042735,285.4748537
917,395.4188034,288.5438192
918,393.3333333,291.6127847
919,391.2478632,294.6817502
920,389.1623932,297.7507157
921,387.0769231,300.8196812
922,384.991453,303.8886468
923,382.9059829,306.9576123
924,380.8205128,310.0265778
925,378.7350427,313.0955433
926,376.6495726,316.1645088
927,374.5641026,319.2334744
928,372.4786325,322.3024399
929,370.3931624,325.3714054
930,368.3076923,328.4403709
931,366.2222222,331.5093364
932,364.1367521,334.5783019
933,362.0512821,337.6472675
934,359.965812,340.716233
935,357.8803419,343.7851985
936,355.7948718,346.854164
937,353.7094017,349.9231295
938,351.6239316,352.992095
939,349.5384615,356.0610606
940,347.4529915,359.1300261
941,345.3675214,362.1989916
942,343.2820513,365.2679571
943,341.1965812,368.3369226
944,339.1111111,371.4058881
945,337.025641,374.4748537
946,334.9401709,377.5438192
947,332.8547009,380.6127847
948,330.7692308,383.6817502
949,328.6837607,386.7507157
950,326.5982906,389.8196812
951,324.5128205,392.8886468
952,322.4273504,395.9576123
953,320.3418803,399.0265778
954,318.2564103,402.0955433
955,316.1709402,405.1645088
956,314.0854701,408.2334744
957,312,411.3024399
960,312,411.3024399
961,314.0625,402.2766108
962,316.125,393.4134093
963,318.1875,384.7128353
964,320.25,376.1748888
965,322.3125,367.79957
966,324.375,359.5868786
967,326.4375,351.5368149
968,328.5,343.6493786
969,330.5625,335.92457
970,332.625,328.3623888
971,334.6875,320.9628353
972,336.75,313.7259093
973,338.8125,306.6516108
974,340.875,299.7399399
975,342.9375,292.9908965
976,345,286.4044807
977,347.0625,279.9806924
978,349.125,273.7195317
979,351.1875,267.6209985
980,353.25,261.6850929
981,355.3125,255.9118149
982,357.375,250.3011644
983,359.4375,244.8531414
984,361.5,239.567746
985,363.5625,234.4449781
986,365.625,229.4848378
987,367.6875,224.6873251
988,369.75,220.0524399
989,371.8125,215.5801822
990,373.875,211.2705521
991,375.9375,207.1235496
992,378,203.1391746
993,380.0625,199.3174271
994,382.125,195.6583072
995,384.1875,192.1618149
996,386.25,188.8279501
997,388.3125,185.6567128
998,390.375,182.6481031
999,392.4375,179.802121
1000,394.5,177.1187664
1001,396.5625,174.5980394
1002,398.625,172.2399399
1003,400.6875,170.0444679
1004,402.75,168.0116235
1005,404.8125,166.1414067
1006,406.875,164.4338174
1007,408.9375,162.8888557
1008,411,161.5065215
1009,413.0625,160.2868149
1010,415.125,159.2297358
1011,417.1875,158.3352843
1012,419.25,157.6034603
1013,421.3125,157.0342638
1014,423.375,156.627695
1015,425.4375,156.3837536
1016,427.5,156.3024399
1017,429.5625,156.3837536
1018,431.625,156.627695
1019,433.6875,157.0342638
1020,435.75,157.6034603
1021,437.8125,158.3352843
1022,439.875,159.2297358
1023,441.9375,160.2868149
1024,444,161.5065215
1025,446.0625,162.8888557
1026,448.125,164.4338174
1027,450.1875,166.1414067
1028,452.25,168.0116235
1029,454.3125,170.0444679
1030,456.375,172.2399399
1031,458.4375,174.5980394
1032,460.5,177.1187664
1033,462.5625,179.802121
1034,464.625,182.6481031
1035,466.6875,185.6567128
1036,468.75,188.8279501
1037,470.8125,192.1618149
1038,472.875,195.6583072
1039,474.9375,199.3174271
1040,477,203.1391746
1041,479.0625,207.1235496
1042,481.125,211.2705521
1043,483.1875,215.5801822
1044,485.25,220.0524399
1045,487.3125,224.6873251
